typeID,groupID,typeName,mass,volume,capacity,portionSize,marketGroupID,,,,,
20328,314,Insorum,5,0.2,0.00E+00,1,None,,,,,
20329,494,Radio Telescope,100000,100000000,10000,1,None,,,,,
20330,667,Imperial Navy Jakar,20500000,1150000,235,1,None,,,,,
20333,706,Republic Fleet Darkana,19000000,1080000,120,1,None,,,,,
20334,674,Caldari Navy Temura,20500000,1080000,235,1,None,,,,,
20335,680,Federation Navy Orion,19000000,1140000,480,1,None,,,,,
20342,257,Advanced Spaceship Command,0.00E+00,0.01,0.00E+00,1,377,,,,,
20343,329,50mm Steel Plates II,0.00E+00,5,0.00E+00,1,None,,,,,
20344,349,50mm Steel Plates II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20345,329,100mm Steel Plates II,0.00E+00,5,0.00E+00,1,1672,,,,,
20346,349,100mm Steel Plates II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20347,329,200mm Steel Plates II,0.00E+00,10,0.00E+00,1,1673,,,,,
20348,349,200mm Steel Plates II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20349,329,400mm Steel Plates II,0.00E+00,10,0.00E+00,1,1674,,,,,
20350,349,400mm Steel Plates II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20351,329,800mm Steel Plates II,0.00E+00,20,0.00E+00,1,1675,,,,,
20352,349,800mm Steel Plates II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20353,329,1600mm Steel Plates II,0.00E+00,20,0.00E+00,1,1676,,,,,
20354,349,1600mm Steel Plates II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20358,738,Numon Family Heirloom,0.00E+00,1,0.00E+00,1,1514,,,,,
20359,816,Kazar Numon,19000000,1150000,620,1,None,,,,,
20362,314,Foiritan Sculpture,0.00E+00,1,0.00E+00,1,None,,,,,
20363,817,Sukuuvestaa Transport Ship,96000000,960000,2300,1,None,,,,,
20364,517,Cosmos Condor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20367,341,Smugglers Mask I,0.00E+00,10,0.00E+00,1,None,,,,,
20368,120,Smugglers Mask I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20369,517,Cosmos Incursus,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20370,816,Whelan Machorin,19000000,1080000,235,1,None,,,,,
20371,746,Whelan Machorin's Ballistic Smartlink,0.00E+00,1,0.00E+00,1,1497,,,,,
20372,409,Whelan Machorin's Insignia,0.1,0.1,0.00E+00,1,None,,,,,
20373,816,General 'Buck' Turgidson,19000000,1150000,235,1,None,,,,,
20374,409,'Buck' Turgidson's Insignia,0.1,0.1,0.00E+00,1,None,,,,,
20375,314,Whelan Machorin's Head,1,0.1,0.00E+00,1,None,,,,,
20376,517,Cosmos Heron,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20377,517,Cosmos Merlin,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20378,517,Cosmos Probe,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20379,517,Cosmos Buzzard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20380,517,Cosmos Crow,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20381,517,Erudin Hanka's Harpy,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20382,517,Cosmos Hawk,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20383,517,Cosmos Raptor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20384,517,Cosmos Cormorant,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20385,517,Cosmos Ferox,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20386,517,Cosmos Badger,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20387,517,Cosmos Badger Mark II,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20388,517,Cosmos Blackbird,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20389,517,Cosmos Caracal,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20390,517,Cosmos Moa,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20391,517,Cosmos Osprey,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20392,517,Cosmos Raven,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20393,517,Cosmos Bustard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20394,517,Cosmos Capsule,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20405,316,Information Warfare Link - Recon Operation I,0.00E+00,60,0.00E+00,1,1635,,,,,
20406,316,Information Warfare Link - Electronic Superiority I,0.00E+00,60,0.00E+00,1,1635,,,,,
20408,316,Skirmish Warfare Link - Rapid Deployment I,0.00E+00,60,0.00E+00,1,1637,,,,,
20409,316,Armored Warfare Link - Passive Defense I,0.00E+00,60,0.00E+00,1,1634,,,,,
20410,333,Datacore - Gallentean Starship Engineering,1,0.1,0.00E+00,1,1880,,,,,
20411,333,Datacore - High Energy Physics,1,0.1,0.00E+00,1,1880,,,,,
20412,333,Datacore - Plasma Physics,1,0.1,0.00E+00,1,1880,,,,,
20413,333,Datacore - Laser Physics,1,0.1,0.00E+00,1,1880,,,,,
20414,333,Datacore - Quantum Physics,1,0.1,0.00E+00,1,1880,,,,,
20415,333,Datacore - Molecular Engineering,1,0.1,0.00E+00,1,1880,,,,,
20416,333,Datacore - Nanite Engineering,1,0.1,0.00E+00,1,1880,,,,,
20417,333,Datacore - Electromagnetic Physics,1,0.1,0.00E+00,1,1880,,,,,
20418,333,Datacore - Electronic Engineering,1,0.1,0.00E+00,1,1880,,,,,
20419,333,Datacore - Graviton Physics,1,0.1,0.00E+00,1,1880,,,,,
20420,333,Datacore - Rocket Science,1,0.1,0.00E+00,1,1880,,,,,
20421,333,Datacore - Amarrian Starship Engineering,1,0.1,0.00E+00,1,1880,,,,,
20422,332,Data Interface - Talocan Weapon Systems,1,1,0.00E+00,1,None,,,,,
20423,333,Datacore - Nuclear Physics,1,0.1,0.00E+00,1,1880,,,,,
20424,333,Datacore - Mechanical Engineering,1,0.1,0.00E+00,1,1880,,,,,
20425,333,Datacore - Offensive Subsystems Engineering,1,0.1,0.00E+00,1,1880,,,,,
20426,716,Data Interface - Basic,1,1,0.00E+00,1,None,,,,,
20431,428,Black Morphite,100000,0.01,0.00E+00,1,None,,,,,
20432,436,Black Morphite Reaction,0.00E+00,1,0.00E+00,1,None,,,,,
20433,270,Talocan Technology,0.00E+00,0.01,0.00E+00,1,375,,,,,
20434,526,Terran Broken Datachips - Weaponry,1E+35,40,0.00E+00,250,None,,,,,
20435,816,Yaekun Ogdin,19000000,920000,625,1,None,,,,,
20438,816,Faramon Mundan,19500000,1150000,235,1,None,,,,,
20439,816,Hoborak Moon,19000000,19000000,120,1,None,,,,,
20440,816,Rachen Mysuna,19000000,22000000,235,1,None,,,,,
20441,816,Xevni Jipon,17500000,1140000,480,1,None,,,,,
20442,816,Paon Tay,19000000,22000000,235,1,None,,,,,
20443,742,Ogdin's Eye Coordination Enhancer,0.00E+00,1,0.00E+00,1,1499,,,,,
20444,53,Dual Giga Pulse Laser I,40000,4000,1,1,774,,,,,
20445,133,Dual Giga Pulse Laser I Blueprint,0.00E+00,0.01,0.00E+00,1,794,,,,,
20446,53,Dual Giga Beam Laser I,40000,4000,1,1,773,,,,,
20447,133,Dual Giga Beam Laser I Blueprint,0.00E+00,0.01,0.00E+00,1,794,,,,,
20448,74,Dual 1000mm Railgun I,40000,4000,5,1,772,,,,,
20449,154,Dual 1000mm Railgun I Blueprint,0.00E+00,0.01,0.00E+00,1,792,,,,,
20450,74,Ion Siege Blaster I,40000,4000,10,1,771,,,,,
20451,154,Ion Siege Blaster I Blueprint,0.00E+00,0.01,0.00E+00,1,792,,,,,
20452,55,Hexa 2500mm Repeating Cannon I,75,4000,10,1,776,,,,,
20453,135,Hexa 2500mm Repeating Cannon I Blueprint,0.00E+00,0.01,0.00E+00,1,793,,,,,
20454,55,Quad 3500mm Siege Artillery I,750,4000,5,1,775,,,,,
20455,135,Quad 3500mm Siege Artillery I Blueprint,0.00E+00,0.01,0.00E+00,1,793,,,,,
20456,474,Alpha Keycard,1,0.1,0.00E+00,1,None,,,,,
20457,474,Beta Keycard,1,0.1,0.00E+00,1,None,,,,,
20458,474,Gamma Keycard,1,0.1,0.00E+00,1,None,,,,,
20459,706,Republic Fleet Darkana_Alpha,19000000,1080000,120,1,None,,,,,
20460,706,Republic Fleet Darkana_Beta,19000000,1080000,120,1,None,,,,,
20461,706,Republic Fleet Darkana_Gamma,19000000,1080000,120,1,None,,,,,
20462,520,COSMOS Caldari Arrogator,1500100,15001,45,1,None,,,,,
20463,520,COSMOS Caldari Assassin,1970000,19700,235,1,None,,,,,
20464,520,COSMOS Caldari Death Dealer,1650000,16500,235,1,None,,,,,
20465,520,COSMOS Caldari Demolisher,1650000,16500,235,1,None,,,,,
20466,520,COSMOS Caldari Despoiler,2040000,20400,100,1,None,,,,,
20467,520,COSMOS Caldari Destructor,1970000,19700,235,1,None,,,,,
20468,520,COSMOS Caldari Eliminator,1650000,16500,130,1,None,,,,,
20469,520,COSMOS Caldari Imputor,1612000,16120,80,1,None,,,,,
20470,520,COSMOS Caldari Infiltrator,2025000,20250,235,1,None,,,,,
20471,520,COSMOS Caldari Invader,2025000,20250,65,1,None,,,,,
20472,520,COSMOS Caldari Nihilist,1970000,19700,125,1,None,,,,,
20473,520,COSMOS Caldari Plunderer,1970000,19700,125,1,None,,,,,
20474,520,COSMOS Caldari Saboteur,2040000,20400,235,1,None,,,,,
20475,520,COSMOS Caldari Wrecker,1650000,16500,130,1,None,,,,,
20476,521,Drifter Spur,1,0.1,0.00E+00,1,None,,,,,
20477,521,Bandit Spur,1,0.1,0.00E+00,1,None,,,,,
20478,521,Marauder Spur,1,0.1,0.00E+00,1,None,,,,,
20479,521,Outlaw Spur,1,0.1,0.00E+00,1,None,,,,,
20480,521,Gunslinger Spur,1,0.1,0.00E+00,1,None,,,,,
20481,521,Desperado Spur,1,0.1,0.00E+00,1,None,,,,,
20482,522,COSMOS Caldari Annihilator,9200000,92000,235,1,None,,,,,
20483,522,COSMOS Caldari Ascriber,9600000,96000,450,1,None,,,,,
20484,522,COSMOS Caldari Eraser,10100000,101000,235,1,None,,,,,
20485,522,COSMOS Caldari Inferno,10100000,101000,235,1,None,,,,,
20486,522,COSMOS Caldari Mortifier,10100000,101000,235,1,None,,,,,
20487,522,COSMOS Caldari Nullifier,10100000,101000,235,1,None,,,,,
20488,522,COSMOS Caldari Silencer,10100000,101000,235,1,None,,,,,
20489,522,COSMOS Caldari Terrorist,10700000,107000,850,1,None,,,,,
20490,523,COSMOS Caldari Conquistador,21000000,1040000,235,1,None,,,,,
20491,523,COSMOS Caldari Destroyer,22000000,1080000,235,1,None,,,,,
20492,523,COSMOS Caldari Extinguisher,21000000,1040000,235,1,None,,,,,
20493,523,COSMOS Caldari Usurper,19000000,22000000,235,1,None,,,,,
20494,258,Armored Warfare,0.00E+00,0.01,0.00E+00,1,370,,,,,
20495,258,Information Warfare,0.00E+00,0.01,0.00E+00,1,370,,,,,
20498,300,High-grade Halo Alpha,0.00E+00,1,0.00E+00,1,618,,,,,
20499,300,High-grade Slave Alpha,0.00E+00,1,0.00E+00,1,618,,,,,
20500,300,High-grade Halo Beta,0.00E+00,1,0.00E+00,1,619,,,,,
20501,300,High-grade Slave Beta,0.00E+00,1,0.00E+00,1,619,,,,,
20502,300,High-grade Halo Delta,0.00E+00,1,0.00E+00,1,621,,,,,
20503,300,High-grade Slave Delta,0.00E+00,1,0.00E+00,1,621,,,,,
20504,300,High-grade Halo Epsilon,0.00E+00,1,0.00E+00,1,622,,,,,
20505,300,High-grade Slave Epsilon,0.00E+00,1,0.00E+00,1,622,,,,,
20506,300,High-grade Halo Gamma,0.00E+00,1,0.00E+00,1,620,,,,,
20507,300,High-grade Slave Gamma,0.00E+00,1,0.00E+00,1,620,,,,,
20508,300,High-grade Halo Omega,0.00E+00,1,0.00E+00,1,1506,,,,,
20509,300,High-grade Slave Omega,0.00E+00,1,0.00E+00,1,1506,,,,,
20510,284,Potent Viral Agent,100,0.5,0.00E+00,1,None,,,,,
20514,316,Siege Warfare Link - Shield Harmonizing I,0.00E+00,60,0.00E+00,1,1636,,,,,
20517,474,Private Citizen Tsuna's Passcard,1,0.1,0.00E+00,1,None,,,,,
20520,517,Turu's Harpy,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20521,517,Helkelen's Blackbird,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20523,494,Habitation Module - Tsuna's Science Labs,100000,100000000,10000,1,None,,,,,
20524,257,Amarr Freighter,0.00E+00,0.01,0.00E+00,1,377,,,,,
20525,257,Amarr Dreadnought,0.00E+00,0.01,0.00E+00,1,377,,,,,
20526,257,Caldari Freighter,0.00E+00,0.01,0.00E+00,1,377,,,,,
20527,257,Gallente Freighter,0.00E+00,0.01,0.00E+00,1,377,,,,,
20528,257,Minmatar Freighter,0.00E+00,0.01,0.00E+00,1,377,,,,,
20529,517,Ariato's Condor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20530,257,Caldari Dreadnought,0.00E+00,0.01,0.00E+00,1,377,,,,,
20531,257,Gallente Dreadnought,0.00E+00,0.01,0.00E+00,1,377,,,,,
20532,257,Minmatar Dreadnought,0.00E+00,0.01,0.00E+00,1,377,,,,,
20533,257,Capital Ships,0.00E+00,0.01,0.00E+00,1,377,,,,,
20534,517,Awazhen's Moa,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20535,517,Hatamei's Cormorant,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20536,517,Sakkaro's Badger,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20537,517,Makachi's Probe,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20538,517,Mottoya's Crow,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20539,524,XL Torpedo Launcher I,0.00E+00,4000,4.5,1,777,,,,,
20540,136,XL Torpedo Launcher I Blueprint,0.00E+00,0.01,0.00E+00,1,340,,,,,
20541,314,Drill Parts,1000,100,0.00E+00,1,None,,,,,
20542,494,Lephny's Mining Post,0.00E+00,1,0.00E+00,1,None,,,,,
20545,816,Markus Ikmani,21000000,1040000,235,1,None,,,,,
20546,409,Markus's Insignia,0.1,0.1,0.00E+00,1,None,,,,,
20547,817,Ratei Jezzor,10100000,101000,235,1,None,,,,,
20548,409,Ratei's Insignia,0.1,0.1,0.00E+00,1,None,,,,,
20549,533,Manchura Todaki,10100000,101000,235,1,None,,,,,
20550,370,Manchura's Tag,1,0.1,0.00E+00,1,None,,,,,
20551,314,Manchura's Logs,1,0.1,0.00E+00,1,None,,,,,
20552,533,Wei Todaki_,10100000,101000,235,1,None,,,,,
20554,283,Wei Todaki,80,1,0.00E+00,1,None,,,,,
20555,76,Small 'Siesta' Capacitor Booster,0.00E+00,5,12,1,699,,,,,
20556,156,Small 'Siesta' Capacitor Booster Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20557,76,Medium 'Gattotte' Capacitor Booster,0.00E+00,10,32,1,700,,,,,
20558,156,Medium 'Gattotte' Capacitor Booster Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20559,76,Heavy 'Brave' Capacitor Booster,0.00E+00,20,128,1,701,,,,,
20560,156,Heavy 'Brave' Capacitor Booster Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20561,330,Prototype 'Poncho' Cloaking Device I,0.00E+00,100,0.00E+00,1,675,,,,,
20562,401,Prototype 'Poncho' Cloaking Device I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20563,330,'Smokescreen' Covert Ops Cloaking Device II,0.00E+00,100,0.00E+00,1,675,,,,,
20564,401,'Smokescreen' Covert Ops Cloaking Device II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20565,330,Improved 'Guise' Cloaking Device II,0.00E+00,100,0.00E+00,1,675,,,,,
20566,401,Improved 'Guise' Cloaking Device II Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20567,285,'Dyad' Co-Processor I,0.00E+00,5,0.00E+00,1,676,,,,,
20568,346,'Dyad' Co-Processor I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20569,285,'Deuce' Co-Processor I,0.00E+00,5,0.00E+00,1,676,,,,,
20570,346,'Deuce' Co-Processor I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20573,201,'Marshall' Magnetometric ECM,0.00E+00,5,0.00E+00,1,715,,,,,
20574,130,'Marshall' Magnetometric ECM Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20575,201,'Gambler' Ladar ECM,0.00E+00,5,0.00E+00,1,716,,,,,
20576,130,'Gambler' Ladar ECM Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20577,201,'Plunderer' Gravimetric ECM,0.00E+00,5,0.00E+00,1,717,,,,,
20578,130,'Plunderer' Gravimetric ECM Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20579,201,'Heist' Radar ECM,0.00E+00,5,0.00E+00,1,718,,,,,
20580,130,'Heist' Radar ECM Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20581,80,'Ghost' Burst Jammer,5000,5,0.00E+00,1,678,,,,,
20582,160,'Ghost' Burst Jammer Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20587,74,150mm 'Musket' Railgun,500,5,0.1,1,564,,,,,
20588,154,150mm 'Musket' Railgun Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20589,74,250mm 'Flintlock' Railgun,1000,10,0.5,1,565,,,,,
20590,154,250mm 'Flintlock' Railgun Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20591,74,425mm 'Popper' Railgun,2000,20,1,1,566,,,,,
20592,154,425mm 'Popper' Railgun Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20593,507,'Balefire' Rocket Launcher,0.00E+00,5,0.1875,1,639,,,,,
20594,136,'Balefire' Rocket Launcher Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20595,509,'Gallows' Light Missile Launcher,0.00E+00,5,0.795,1,640,,,,,
20596,136,'Gallows' Light Missile Launcher Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20597,511,'Pickaxe' Rapid Light Missile Launcher,0.00E+00,10,0.3,1,641,,,,,
20598,136,'Pickaxe' Rapid Light Missile Launcher Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20599,510,'Undertaker' Heavy Missile Launcher,0.00E+00,10,0.9,1,642,,,,,
20600,136,'Undertaker' Heavy Missile Launcher Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20601,506,'Noose' Cruise Missile Launcher,0.00E+00,20,1,1,643,,,,,
20602,136,'Noose' Cruise Missile Launcher Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20603,508,'Barrage' Torpedo Launcher,0.00E+00,20,1.5,1,644,,,,,
20604,136,'Barrage' Torpedo Launcher Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20605,295,'Whiskey' Explosive Deflection Amplifier,0.00E+00,5,0.00E+00,1,1690,,,,,
20606,296,'Whiskey' Explosive Deflection Amplifier Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20607,295,'High Noon' Thermal Dissipation Amplifier,0.00E+00,5,0.00E+00,1,1688,,,,,
20608,296,'High Noon' Thermal Dissipation Amplifier Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20609,295,'Cactus' Modified Kinetic Deflection Amplifier,0.00E+00,5,0.00E+00,1,1689,,,,,
20610,296,'Cactus' Modified Kinetic Deflection Amplifier Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20611,295,'Prospector' EM Ward Amplifier,0.00E+00,5,0.00E+00,1,1691,,,,,
20612,296,'Prospector' EM Ward Amplifier Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20613,338,'Glycerine' Shield Boost Amplifier,0.00E+00,5,0.00E+00,1,613,,,,,
20614,360,'Glycerine' Shield Boost Amplifier Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20617,40,Small 'Settler' Shield Booster,0.00E+00,5,0.00E+00,1,609,,,,,
20618,120,Small 'Settler' Shield Booster Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20619,40,Medium 'Lone Ranger' Shield Booster,0.00E+00,10,0.00E+00,1,610,,,,,
20620,120,Medium 'Lone Ranger' Shield Booster Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20621,40,Large 'Outlaw' Shield Booster,0.00E+00,25,0.00E+00,1,611,,,,,
20622,120,Large 'Outlaw' Shield Booster Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20623,40,X-Large 'Locomotive' Shield Booster,0.00E+00,50,0.00E+00,1,612,,,,,
20624,120,X-Large 'Locomotive' Shield Booster Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20625,38,Small 'Wolf' Shield Extender,0.00E+00,5,0.00E+00,1,605,,,,,
20626,118,Small 'Wolf' Shield Extender Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20627,38,Small 'Trapper' Shield Extender,0.00E+00,2.5,0.00E+00,1,605,,,,,
20628,118,Small 'Trapper' Shield Extender Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20629,38,Medium 'Canyon' Shield Extender,0.00E+00,10,0.00E+00,1,606,,,,,
20630,118,Medium 'Canyon' Shield Extender Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20631,38,Large 'Sheriff' Shield Extender,0.00E+00,20,0.00E+00,1,608,,,,,
20632,118,Large 'Sheriff' Shield Extender Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20633,77,'Nugget' Kinetic Deflection Field,10000,5,0.00E+00,1,1693,,,,,
20634,157,'Nugget' Kinetic Deflection Field Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20635,77,'Desert Heat' Thermal Dissipation Field,10000,5,0.00E+00,1,1692,,,,,
20636,157,'Desert Heat' Thermal Dissipation Field Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20637,77,'Posse' Adaptive Invulnerability Field,10000,5,0.00E+00,1,1696,,,,,
20638,157,'Posse' Adaptive Invulnerability Field Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20639,77,'Poacher' EM Ward Field,10000,5,0.00E+00,1,1695,,,,,
20640,157,'Poacher' EM Ward Field Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20641,77,'Snake Eyes' Explosive Deflection Field,10000,5,0.00E+00,1,1694,,,,,
20642,157,'Snake Eyes' Explosive Deflection Field Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
20643,517,Poyri's Harpy,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20644,517,Niemenen's Capsule,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20645,517,Kirku's Heron,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20646,517,Arkimo's Hawk,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20647,517,Riutta's Ferox,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20648,517,Taihti's Raven,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20649,517,Kanji's Caracal,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20650,517,Jitainen's Probe,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20651,517,Tuuri's Raptor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20652,517,Urigamu's Crow,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20653,517,Sayto's Badger Mark II,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20654,517,Setala's Blackbird,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20655,517,Hekkiren's Badger,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20656,517,Ikonen's Buzzard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20657,517,Hochi's Badger Mark II,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20658,517,Saturi's Bustard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20659,517,Etsuya's Merlin,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20660,517,Rost's Ferox,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20661,517,Aikato's Probe,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20662,517,Dechien's Heron,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20663,517,Tekkurs's Crow,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20664,517,Tanaka's Raptor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20665,517,Anekoji's Osprey,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20666,517,Gojivi's Bustard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20667,517,Gorgoz's Raptor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20668,517,Opainen's Cormorant,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20669,517,Pihrava's Condor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20670,517,Nakamuta's Incursus,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20671,517,Katori's Cormorant,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20672,517,Suruki's Hawk,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20673,517,Yama's Moa,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20674,517,Adakita's Caracal,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20675,517,Nobayashi's Incursus,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20676,517,Karpela's Ferox,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20677,517,Rahkamo's Buzzard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20678,517,Nissiken's Condor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20679,517,Sirkya's Cormorant,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20680,517,Rati's Moa,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20681,517,Eskaila's Raven,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20682,517,Aurio's Incursus,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20683,517,Michi's Heron,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20684,517,Utrainen's Merlin,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20685,517,Otalen's Caracal,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20686,517,Nikainen's Moa,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20687,517,Raytio's Badger Mark II,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20688,517,Magye's Bustard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20689,517,Koronen's Raptor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20690,517,Ahti's Osprey,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20691,517,Watanen's Heron,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20692,517,Oshima's Crow,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20693,517,Fujimo's Caracal,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20694,517,Kubona's Merlin,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20695,517,Kanerva's Condor,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
20696,517,Tazaki's Buzzard,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
